Node0 Layer,Node0 X location,Node0 Y location,Node1 Layer,Node1 X location,Node1 Y location,Current
Metal1,20.8700,493.9200,Metal1,22.0850,493.9200,4.000e-11
Metal1,20.8700,501.7600,Metal1,22.5900,501.7600,2.000e-11
Metal1,20.8700,509.6000,Metal1,22.2200,509.6000,4.000e-11
Metal1,20.8700,517.4400,Metal1,21.5250,517.4400,2.000e-11
Metal1,20.8700,525.2800,Metal1,21.5250,525.2800,2.000e-11
Metal1,20.8700,533.1200,Metal1,21.7350,533.1200,2.000e-11
Metal1,20.8700,540.9600,Metal1,21.5250,540.9600,2.000e-11
Metal1,20.8700,548.8000,Metal1,21.5250,548.8000,2.000e-11
Metal1,20.8700,556.6400,Metal1,22.7500,556.6400,2.000e-11
Metal1,20.8700,564.4800,Metal1,21.5250,564.4800,2.000e-11
Metal1,20.8700,572.3200,Metal1,21.5250,572.3200,2.000e-11
Metal1,20.8700,580.1600,Metal1,21.5250,580.1600,2.000e-11
Metal1,20.8700,588.0000,Metal1,22.6500,588.0000,4.000e-11
Metal1,20.8700,595.8400,Metal1,21.5250,595.8400,2.000e-11
Metal1,20.8700,603.6800,Metal1,22.5900,603.6800,3.000e-11
Metal1,20.8700,611.5200,Metal1,21.5250,611.5200,2.000e-11
Metal1,20.8700,619.3600,Metal1,22.6450,619.3600,4.000e-11
Metal1,20.8700,627.2000,Metal1,21.5250,627.2000,2.000e-11
Metal1,20.8700,635.0400,Metal1,21.5250,635.0400,2.000e-11
Metal1,20.8700,642.8800,Metal1,21.5250,642.8800,2.000e-11
Metal1,20.8700,650.7200,Metal1,22.5900,650.7200,3.000e-11
Metal1,20.8700,658.5600,Metal1,21.5250,658.5600,2.000e-11
Metal1,20.8700,666.4000,Metal1,21.5250,666.4000,2.000e-11
Metal1,20.8700,674.2400,Metal1,21.5250,674.2400,2.000e-11
Metal1,20.8700,682.0800,Metal1,21.5250,682.0800,2.000e-11
Metal1,20.8700,689.9200,Metal1,21.5250,689.9200,2.000e-11
Metal1,20.8700,697.7600,Metal1,23.2900,697.7600,4.000e-11
Metal1,20.8700,705.6000,Metal1,21.5250,705.6000,2.000e-11
Metal1,20.8700,713.4400,Metal1,21.5250,713.4400,2.000e-11
Metal1,20.8700,721.2800,Metal1,21.4700,721.2800,2.000e-11
Metal1,20.8700,729.1200,Metal1,21.5250,729.1200,2.000e-11
Metal1,20.8700,736.9600,Metal1,21.5250,736.9600,2.000e-11
Metal1,20.8700,744.8000,Metal1,22.5900,744.8000,3.000e-11
Metal1,20.8700,752.6400,Metal1,21.5250,752.6400,2.000e-11
Metal1,20.8700,760.4800,Metal1,21.5250,760.4800,2.000e-11
Metal1,20.8700,768.3200,Metal1,21.5250,768.3200,2.000e-11
Metal1,20.8700,776.1600,Metal1,21.5250,776.1600,2.000e-11
Metal1,20.8700,784.0000,Metal1,21.5250,784.0000,2.000e-11
Metal1,20.8700,791.8400,Metal1,21.5250,791.8400,2.000e-11
Metal1,20.8700,799.6800,Metal1,21.5250,799.6800,2.000e-11
Metal1,20.8700,807.5200,Metal1,22.5900,807.5200,3.000e-11
Metal1,20.8700,815.3600,Metal1,21.5250,815.3600,2.000e-11
Metal1,20.8700,823.2000,Metal1,21.5250,823.2000,2.000e-11
Metal1,20.8700,831.0400,Metal1,21.5250,831.0400,2.000e-11
Metal1,20.8700,838.8800,Metal1,22.5900,838.8800,3.000e-11
Metal1,20.8700,846.7200,Metal1,21.5250,846.7200,2.000e-11
Metal1,20.8700,854.5600,Metal1,21.5250,854.5600,2.000e-11
Metal1,20.8700,862.4000,Metal1,21.5250,862.4000,2.000e-11
Metal1,20.8700,870.2400,Metal1,22.0300,870.2400,4.000e-11
Metal1,20.8700,878.0800,Metal1,21.5250,878.0800,2.000e-11
Metal1,20.8700,885.9200,Metal1,21.5250,885.9200,2.000e-11
Metal1,20.8700,893.7600,Metal1,21.5250,893.7600,2.000e-11
Metal1,20.8700,901.6000,Metal1,22.8650,901.6000,3.168e-11
Metal1,20.8700,909.4400,Metal1,21.5250,909.4400,2.000e-11
Metal1,20.8700,917.2800,Metal1,21.5300,917.2800,2.000e-11
Metal1,20.8700,925.1200,Metal1,21.6800,925.1200,2.000e-11
Metal1,20.8700,932.9600,Metal1,23.5850,932.9600,5.000e-11
Metal1,20.8700,940.8000,Metal1,21.4700,940.8000,2.000e-11
Metal1,20.8700,948.6400,Metal1,21.5300,948.6400,2.000e-11
Metal1,20.8700,956.4800,Metal1,21.5300,956.4800,2.000e-11
Metal1,20.8700,964.3200,Metal1,21.5250,964.3200,2.000e-11
Metal1,20.8700,972.1600,Metal1,22.6500,972.1600,4.000e-11
Metal1,20.8700,980.0000,Metal1,21.5250,980.0000,1.000e-11
